body,time,hash,location,title
"I’m looking for a younger female that may wanna play for 🌹’s. So if you have a significant other that is all over you and your communication abilities is limited then this is not for you. Everything is done discreetly. So if you wanna play then let’s play. Let’s make or come to some arrangements. If you wanna know more hit me up. Mature women only pleasePS. Or maybe more with the right woman",2020-04-29,0ec954abbabab542c04a3e05249e92bd,newyork,"Ladies let’s talk flowers 🌺 - missed connections"
"I'm search for you if you believe In monogamy. I'm  a very attractive w male who wants to give you everything you want and more.",2020-04-29,da2c224cd730f9d23de82359d25d67e2,raleigh,"The right women - missed connections"
"Been thinking about this for awhile now. Need some much needed tension release for this white guy around the house. Looking until the position is filled. Send credentials in first email. Be serious it you are going to respond. I ask that you actually will assist.",2020-04-29,6be8d2b63f4dc02dac9d865b1973fce0,pittsburgh,"Experience handyman - missed connections"
"I am black male well taken care of and professional. I’m lookin for a female that is very kinky and willing to ball around the rim. I am willing to return favors and I am very open to pleasing. I worked in adult film industry before but now I want a FWB that I can stay consistent since moving to the area.",2020-04-30,08b29107ceb6f7e919c5f2e2fb748ce1,raleigh,"looking for a trusted female friend - missed connections"
"WE RODE THE ELEVATOR TOGETHER YOU WENT TO THE 35TH FLOOR...I THOUGHT WE MADE A CONNECTION...I AM 55 DWM 6'190LBS BLONDE/BLUE OF COURSE I HAD A FACE MASK ON...INTERESTED IN A TOTALLY FREE MASSAGE HMU FOR DETAILS, THANK YOU!",2020-04-30,530b998c31661068741351237c7d91bd,newyork,"DOUBLETREE HOTEL 9TH AVE & 40TH - missed connections"
"Yeah young man, “Daddy Issues” are hard if you don’t face ‘em head on!Satisfaction comes with getting attention from a Man.",2020-04-30,e1ec2cf4b534d8e584f5039dbf7acb09,newyork,"Dude, Explore those Daddy Issues - missed connections"
"I used to have some friends that would be my tops. We would get together just 1 on 1 but have always talked about how  you would like to see me get gang banged. I was not ready then but now I am. Please get back to me and lets see if this can happen real soon . If you are interested in being part and taking a turn write back.",2020-04-30,10a8d341f365de5361075fe9f83bceac,newyork,"Looking for all of my lost top friends - missed connections"
"Any girls want to hook up, I have my own place. I can pick you up if needed.",2020-04-30,ee5663150e45dbb7a0e6270b35c89309,newyork,"Looking to host. - missed connections"
"Hi, we are having a bonfire tonight.  Any couples that would like to come over. Social distancing of course. Let us know, just outside of Henderson",2020-04-30,3f3c33d6e6d4a933588d159e2d4d4c0f,raleigh,"Bonfire tonight - missed connections"
"Looking for any ladies in the area that need some extra $. Send stats and qualifications lol",2020-04-30,bbe365a330a56c6b1136845e5168e75f,pittsburgh,"Need some help - missed connections"
"Around 6:30 pm- we were both walking with our girlfriends. Me: brown suede jacket - dark hair 6’.  You: mid 30’s black hair, scruffy beard. It was around 83rd st near the Met. We made eyes, kept turning around to look at another as we both walked away... Hope you see this.",2020-04-30,f55f96ecd6fd1bc81c1612f2cf235062,newyork,"Central Park / 5th ave (4/28) m4m \ we made eyes for the longest..."
"Hi Ladies,I am looking for a nice clean older women to get to know and have some private fun later.It is very important to talk for awhile to see if we are on the same page...Must Be 55 or Older...Thanks, Hope to here from you soon.",2020-04-30,36e4b023bd48b1e74329108b939df5e4,pittsburgh,"Older Chubby Lady M4F - missed connections"
"I'm a yung blk big attractive man looking for blk bros in all 5 boros who enjoy getting good sloppie head game. I'm open to long term discrt fwbs or more. I prefer girth over length but hong and thick is a big plus. I can hosstttChubs, stocky and midgets/short+++Feel free to reach out 347 seven0four 4sevyn0tree",2020-04-30,520868e5d63bc5c51f68c03c344242c0,newyork,"Looking for bros with thick BBDs - missed connections"
"I have a car and can travel, let me know what's good.",2020-04-30,a3ed2c19520e4239a14ce8568538c32b,newyork,"Any girls D2F - missed connections"
"Looking for long-term or short",2020-04-30,5cd7480282a5ecd62f64ac7c1b5a400f,pittsburgh,"61 yo white male looking for a female playmate - missed connections"
"Married man here, looking for a discreet relationship with an AA female. I'm a hard working professional and sometimes, you just need someone to talk to outside your immediate environment. Hit me up and we can exchange pictures, get it rolling.",2020-04-30,a3c61a5a53b364fc2c2869ad0c721a88,raleigh,"Seeking a discreet friendship - missed connections"
"Hello I am 26 male hardbody looking for Phone conversation with women ,open minded fantasy chat anything goes discrete Dirty talk Role play sexting fem dom Don’t get off alone Call . Sext Once or as many times as you like Anytime you need it Six thee one four four zero two six three four Long Island Suffolk Nassau Brooklyn queens Manhattan Staten Island phone sex xxx sexting New York Florida California Texas westchester Connecticut Miami Lass Vegas Nevada New Jersey Canada Delaware Pennsylvania",2020-05-01,0f37c4a3ffcec4f1a54ec9abbc228ccf,newyork,"Phone for Women - missed connections"
"Single white male (55) in N. Raleigh near Crabtree Valley Mall looking for some occasional female attention. No roses...just adult fun minus all the drama. I'll cook for us...if that makes the evening more fun! Ladies choice...",2020-05-01,2c4df0064f5c4bd4a734ae4c85b9c804,raleigh,"M4W - NSA Fun! - missed connections"
"You once contacted me here because you thought I might be your biological father.  I was hoping you would be my daughter.  We communicated for a while, then lost track of one another.  I would love to hear from you again.",2020-05-01,fcf1e405fd3d383d83afd2e2594074ad,newyork,"Father/Daughter - missed connections"
"Any females in the neighborhood want to meet up for some social distancing fun? 39yo ddf white male here looking for a female activity partner. If you are stuck inside and bored, hit me up and lets see what we can make happen. Any age/color is cool. Just be disease free and have good hygiene. The pool at the clubhouse is looking really good right about now, too bad we cant use it!",2020-05-01,147ad8d232603cd4e6185b3a2e0e7db7,raleigh,"Charleston Village Apex M4F - missed connections"
"Looking for same minded male. I am in my 40s frum female looking for text chat buddy.",2020-05-01,7dbd972cbaaa415ccc709474597954a0,newyork,"Frum - missed connections"
"I'm a single safe sane normal male looking for a couple I'm very real and serious. Four one -two eight zero eight-five five three five. Please be real and serious. No games",2020-05-01,efb7ebb4b6e0874c06b272f4374452b5,pittsburgh,"I know it's a long shot but I'll try - missed connections"
"I lent you my wife’s pan ties. I watched you come.  In them. Used. You were around 50. Send what ur working with. This can be done in your car",2020-05-01,feace3e81a87b8a2c6b989e24d19fe70,newyork,"Pan ties - missed connections"
"Looking for a little fun this afternoon m4mPlease be able to host. Provide pic and stats.  Thanks",2020-05-01,186a4ca0982934c11d61147177667c98,pittsburgh,"Afternoon fun - missed connections"
"I’m a good looking white male looking for attractive woman to meet up with discretely at my place or yours. I’m in shape, Hung and like to have a good time. Drug and disease free. You must be hight and weight proportionate. Not looking for a Super Model but you must be in decent shape and attractive.",2020-05-01,73471ad79b4c6fd125e9d1dc8ab730d9,raleigh,"Attractive Woman - missed connections"
"51yr old guy looking for older",2020-05-01,fc6b2cd8769abca70d62f3ba0c02cbe3,pittsburgh,"M4M Butler PA - missed connections"
"older male looking for younger male companion.No older than 30 yrs. old.I'm willing to help in these tough times.I can only host.",2020-05-01,04a72cb89d2b1d9e2cd7dfdd5f715608,pittsburgh,"looking For younger guy - missed connections"
"Looking for female Neighbors to have a great time with. I am living around this neighborhood.If you are interested, please hit me back. you will get financial support for your time spending with me.Have a great time",2020-05-01,4a39526fae33a4cc74b0203d828a8b51,raleigh,"Boundary Village townhome - missed connections"
"Seeking a female submissive, who could spend the first hour of a first date talking with me, while nude from her waist down.",2020-05-02,ba6293674f8c72c9aefe223794caa845,raleigh,"Sub - missed connections"
"I went to your booth back in February. I left my phone on the table and you liked what you saw. Hit me up if you want me to feed it to you.",2020-05-02,8506741aaa7f289ef650c1702a451c9d,raleigh,"DMV #14 - missed connections"
"You insist on getting your way which is a good start and rise to the occasion.. understanding m here for m thanks",2020-05-02,ded7bfd7dc31c345adecd22acce8f4af,pittsburgh,"Up to you bud.. - missed connections"
"gay btm dude here looking for tops to come and play at my place. Hit me up, let's trade pix and stats and go from there. Looking to hookup after things settle down",2020-05-02,74904a4e00aa5da62fffd8b29ed904c8,pittsburgh,"Any top guys out there? - missed connections"
"Single white male possesses TP. Willing to trade with white female who has hand sanitizer for clean and safe fun.",2020-05-02,dfc5225080f57c470f2f16a781ba3c55,raleigh,"Bartering - missed connections"
"Hello I’m a WM looking for a F who enjoys chilling at local parks or trails in hammocks. I enjoy being a naturalist while relaxing in my hammock and looking for a friend who enjoys the same. Also enjoy staying anonymous.",2020-05-02,7aef2084a88cab38dd2cd633afb12496,raleigh,"Hammock relaxing - missed connections"
"once in a while I can host and we can have all the fun you want and then some so if I interest you ..........lets do this🅚 🅘 🅚 🅜 🅔	Ashley8954",2020-05-02,d8b71d406adf76965678fd3091a67a8d,pittsburgh,"girl looking for a lonely guy that wants some company - missed..."
