"location","body","time","title","hash"
"newyork","I know it is a long shot, but I'm hoping someone might be able to help me. I lost a book mark on the Manhattan-bound R train this morning (5/24.) It is a paisley/floral print, mostly green with green felt backing. The fringes at the bottom look as though they're about to rip off. It's about an inch - two inches wide, and maybe 10 inches long. So if you've by some miracle both found this bookmark and viewed this posting, please reach out with a picture of the bookmark - I'm happy to provide a small cash reward if it means having my bookmark back.Thank you.","2019-05-24","Lost bookmark, Very sentimental - missed connections","d6f28085a00578b7fe1aa20a27757a4d"
"raleigh","Beautiful Brunette in Knightdale TargetLong shot but we crossed paths several times and made eye contact and smiled; one time you put your hand up (to show no ring) and in hind sight I missed it........Please tell me where we first saw one another","2019-05-24","Beautiful Brunette in Knightdale Target - missed connections","005dc6eb37d9560872005ba4b86e654c"
"raleigh","I was checking out in the self checkout and you were working there Monday 20th 4PM I was having a hard time you help me, and made a funny comment we laughed, I which I would have carried on the conversation more, your very nice and attractive, me 60 SWM, If by some chance read this please feel free to contact me.","2019-05-24","Black Lady Working New Harris Teeter Fuquay - missed connections","f95275995327b41eb60b0e51277dba9c"
"pittsburgh","looking for a 7 some 2  one 4 to hang 5 out 4 {2 looking 4 fun} i 5 will 5 be 1 in 6  greensburg all day i am strate male 5ft8 blonde hair blue eyes 150","2019-05-24","hang out - missed connections","fa9f8b855a7a93503d863527a9d3c637"
"pittsburgh","You wore a cream colored dress and took a short cut thru the back parking lot of Glens on Freeport Rd. I didn't want to yell hello, but would love to chat.","2019-05-24","Glen's - missed connections","f4bad27e3a6aa68eeb828105e76ae031"
"raleigh","I was sitting with a group Wednesday night and saw a brunette lady with another group of people.  I couldn\u2019t stop looking at her.  We made eye contact for a long time before she left the restaurant.  I usually don\u2019t post things like this but this seemed to be a strong connection.  I hate that I didn\u2019t get up, but the group she was with seemed like it wasn\u2019t an appropriate moment to exchange hellos.  I hope she sees this.","2019-05-24","Relish Wednesday Night - missed connections","101a7ab3757946385f4571486beb77c9"
"newyork","Hi. I know this is a million to one shot that you'll actually be READING this?...but I got on the D train subway at 125th around 2:45 today, stood next to you for awhile, and then we eventually sat next to each other. You have curly blonde hair and wore short blue jeans and pink sneakers. I didn't have the guts to speak to you but would love a 2nd chance at it. So, if interested, please contact me. Thanks. ~Michael","2019-05-24","Beautiful Blonde on Subway today 5-23-19 - missed connections","7f2d912bc067972adaa50be0a7d34580"
"pittsburgh","Used to communicate with a female by that name. Wonder where she is, last I checked online she was in Pittsburgh","2019-05-24","La'Shonda from Camden - missed connections","9e4ff104f9a2b2ce8edb16ad1be4063b"
"raleigh","We were a nice fit, mature fit sensual fun guy , a natural pleaser and you a fun sensual lady seeking physical service and delights. We should attempt to find each other again, discuss things over a good meal and drinks","2019-05-24","We had electricity - missed connections","6769450e6b0773ae0832f57df73a206b"
"pittsburgh","We are seeking the families  of Roy or Craig McFeaters and Irene Verna.If you know of anyone related to either of them or know family members please get back to us.Any help will be greatly appreciated.Thank you","2019-05-24","Looking for Mc Featers and Varna Families - missed connections","03ec61ee65a6afcbdfb73517451948b5"
"newyork","hey...thank you for making my day. really enjoyed our conversation and found your personality and energy quite engaging.wish we had more time to talk.where are you from? love your accentIm the suit putting on my tie as we spoke. talk more?","2019-05-24","Starbucks 60th and 1st - missed connections","9e5a88be1a19dbb7255ad2873004228b"
"pittsburgh","You were in front of me at GE checkout Saturday late afternoon. Tall and Cute brunette with little puffy balls on her shoes. Did you notice me? I noticed you. I\u2019d like to talk.","2019-05-24","Giant Eagle - missed connections","4d4c80d288c1d9b32ab9f13f580e9790"
"pittsburgh","The handsome young man in that green shirt and camo hat, you asked me to be your friend on Facebook but I accidentally erased you. You really should ask again so when you get back from your mission, I can ask you out.. :)","2019-05-24","Handsome camo hat man - missed connections","5c9985fddb511592a003656d2243303f"
"newyork","You were next to me near KFC with 420. Your window was open.I almost said something but then you left.You're too cool to be alone...","2019-05-24","Latin Girl From Yonkers - missed connections","b9d360c0f511dc8c06bd3c939eb61bba"
"newyork","Are you jewishmix guy looking for asain Women to have some fun with so if you down thin hit me up with a picture so I know ur really real or reddy to pentrait mecall/text:ninetwonine 3nine3 one73eight","2019-05-24","\u2725asain WOOMAN looking JEWISH guy\u2763\u271b\u2763 - missed connections","8902fa51a8576c5ac7c0a0937781eed5"
"newyork","If you have become frustrated looking for all of the  local people to sleep with then you should start using =Do Me Plz . Co m to find the available women and men who are in the mood and want to get to it so to speak. Do a quick gggooogl search for it and go have ssome fun , you deserve it.","2019-05-24","Lots Of Folks Looking For Cas-ual Encounters Still I see - missed connections","a42d7158bd1f2c344d1cd09ed69890d4"
"pittsburgh","Used to enjoy hanging.our then lost touch","2019-05-24","Miss hanging out on sunday - missed connections","3a87025e809d0e23f60cd97a6061e682"
"raleigh","You were checking out at the grocery store around 8:30 or so on Sunday. You had a Dog Mom shirt on and denim shorts. I would love to get coffee or a beer with you.","2019-05-24","Dog Mom with blonde pixie cut - missed connections","7c896e0567740847475051eb825f55b3"
"pittsburgh","You work at the George Washington, your name begins with a B. I can\u2019t stop thinking about you. Please reply with your name so we can talk...","2019-05-24","Bbw George Washington hotel - missed connections","4e4808404cc674b0b0208545abfafdc2"
"pittsburgh","See you standing at the PAT bus stop every morning along Rte 130( Broadway Blvd). Maybe your destination is along my commute. I would be willing to give you a ride!","2019-05-24","Cutie in Pitcairn - missed connections","d9b31dae52992f857aec1119c43ef084"
"raleigh","Sunday, May 19th...To the sexy blonde in the two piece bikini (red-pink top with black bottoms) with gold mirrored sunglasses and belly ring. You were laying out across from me at the pool at the apartment at the Villages at McCuller's Walk.I think you are so sexy, I wish I would have had the chance to tell you.","2019-05-24","Pool side at Villages at McCuller's Walk-Raleigh - missed connections","eee1b1007a024760adc4f263f213a18d"
"pittsburgh","Male for maleHey, you guys have been in the neighborhood the last few days trimming trees.  I saw you a couple of times in the truck - we were smiling and stuff so I'm wondering if you might be interested in some relief and release. I was cleaning in front of my house the last time you drove by waved and smiled.  Let me know the company you work for and I'll know it's you.","2019-05-23","Tree debris truck driver - missed connections","dbd899d8c95c2ffde6ca5ea7965b653a"
"pittsburgh","You were running the Pittsburgh Marathon today wearing a rainbow headband. You were so charismatic and struck up conversation with multiple people over the few miles we were near each other. I didn\u2019t get to catch your name or your race number. If nothing else, I\u2019d just like to say congratulations on the race!","2019-05-23","Pittsburgh Marathon today - missed connections","e2d677d9122ba31f24827e87b3fe4b45"
"newyork","Hey I saw you coming in to blink I held the door for you and you smiled. I didn\u2019t get a chance to speak to you but if you want to workout sometime it would be fine","2019-05-23","Blink fitness cute Asian girl I opened the door for you - missed connections","f260653336434ac223fce2c39bce5a36"
"newyork","Older couple looking to meet new friends for dining out/social events etc. In SI only.Fun and easy going. Finding it hard to meet people our age for socializing. We have MANY friends in Brooklyn our old home but finding it hard to meet socially in SI. Looking for older COUPLES. Mature.Irish/Italian couple. Likes live music. Dining out. Prefer couples to expand our SI social life.Let's have a drink!SI only... we have a huge Social Circle in Brooklyn HOPING to meet new people in staten Island.","2019-05-23","Couples wanted ... new friends - missed connections","0bc8739dcd2644caa34bdd6157c5f577"
